chip_id,location,datetime,cloudpath,fold,iou
aiqi,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/aiqi,0,1.0
aisf,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/aisf,0,0.0
aisz,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/aisz,0,1.0
aitm,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/aitm,0,0.837843665768194
aiuu,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/aiuu,0,0.9251101321585903
aivi,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/aivi,0,0.08812713623046875
aivl,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/aivl,0,0.7017809923782858
aiww,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/aiww,0,0.9091156356854212
aixr,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/aixr,0,0.7120403321470937
aixt,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/aixt,0,1.0
aiyo,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/aiyo,0,1.0
aiyy,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/aiyy,0,0.8511884826385777
aizr,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/aizr,0,0.9035443445989798
ajbl,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/ajbl,0,0.8512344360351562
ajbm,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/ajbm,0,0.8800674189246817
ajbx,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/ajbx,0,1.0
ajdv,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/ajdv,0,0.9999961853027344
ajea,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/ajea,0,1.0
ajfz,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/ajfz,0,0.9784839885865448
ajgg,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/ajgg,0,1.0
ajgh,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/ajgh,0,0.9787216186523438
ajhk,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/ajhk,0,1.0
ajjd,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/ajjd,0,0.6699529789663112
ajjg,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/ajjg,0,0.6807212183869027
ajlv,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/ajlv,0,0.9999961853027344
ajnb,Chifunfu,2020-04-29T08:20:47Z,az://./train_features/ajnb,0,0.7754965110037574
ajoi,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/ajoi,3,0.7471795171567195
ajph,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/ajph,3,0.8799773952356112
ajpr,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/ajpr,3,0.9082178159911095
ajqj,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/ajqj,3,0.6606559925384735
ajqt,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/ajqt,3,0.9719722226570041
ajsg,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/ajsg,3,0.7214015245877137
ajtp,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/ajtp,3,0.9955851324078038
ajtz,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/ajtz,3,0.7591046094184952
ajuh,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/ajuh,3,0.9405756270711032
ajvr,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/ajvr,3,0.7988458831808586
ajwp,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/ajwp,3,0.9109243619575597
ajwv,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/ajwv,3,0.9632762251693323
ajxq,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/ajxq,3,0.7981939010665094
ajyz,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/ajyz,3,0.9218313757939791
ajze,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/ajze,3,0.7884831912497989
akaw,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/akaw,3,0.6650366748166259
akbj,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/akbj,3,0.9371651535771504
akbs,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/akbs,3,0.8901144640998959
akbx,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/akbx,3,0.916519882971101
akby,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/akby,3,0.72211887178909
akct,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/akct,3,0.9157944616714745
akef,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/akef,3,1.0
aker,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/aker,3,0.8876949527201278
akfl,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/akfl,3,0.96506966978431
akgq,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/akgq,3,0.9052286872980417
akgz,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/akgz,3,0.9609874135306824
akhq,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/akhq,3,0.9159905783826223
akit,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/akit,3,0.8635370268421667
akjg,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/akjg,3,0.884513435605182
akjk,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/akjk,3,0.9624775188582815
akkb,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/akkb,3,0.0
aklk,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/aklk,3,0.6696165191740413
akll,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/akll,3,0.9822084485627514
akny,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/akny,3,0.7620001097152889
akoa,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/akoa,3,0.6775588396278052
akoh,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/akoh,3,0.9531348918914294
akoo,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/akoo,3,0.9114742934967655
akoq,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/akoq,3,0.9798124650897466
akoz,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/akoz,3,0.9056456824697168
akpg,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/akpg,3,0.9021956546729509
akqi,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/akqi,3,0.9726858758866768
akqs,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/akqs,3,0.8277608915906788
akrn,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/akrn,3,0.9443653338946743
akrt,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/akrt,3,0.9728126044654011
aktn,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/aktn,3,0.8001140467591713
akwi,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/akwi,3,0.890769912711402
akyk,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/akyk,3,0.6779251098632812
akyn,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/akyn,3,0.7809295789309322
akzg,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/akzg,3,0.9204877613929069
akzo,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/akzo,3,0.9851890573270604
akzp,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/akzp,3,0.9197760937435531
akzz,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/akzz,3,0.9501232079331389
alaj,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/alaj,3,0.8824074074074074
alcb,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/alcb,3,0.8833864231613223
alcj,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/alcj,3,0.8139003567277245
alde,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/alde,3,0.8520115258561908
alfq,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/alfq,3,0.0
algw,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/algw,3,0.8452503871966959
alhc,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/alhc,3,0.9698865667760913
alht,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/alht,3,0.0
alii,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/alii,3,0.8416601866251944
alil,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/alil,3,0.9608733410657978
aljq,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/aljq,3,1.0
aljt,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/aljt,3,0.9409287238679657
alkj,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/alkj,3,0.8680697504226916
alkm,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/alkm,3,0.8805487551388055
alkn,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/alkn,3,0.9568282435214167
alme,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/alme,3,0.8720923095808015
almq,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/almq,3,0.9930590843996858
alms,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/alms,3,0.8867844065702983
alnp,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/alnp,3,0.8667722930671138
alot,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/alot,3,0.8432943109468063
alpj,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/alpj,3,0.9422230634552595
alpp,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/alpp,3,0.6197902662005915
alqg,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/alqg,3,0.9922434139672016
alqs,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/alqs,3,0.8977580225130846
alrr,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/alrr,3,0.8393500072008064
alss,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/alss,3,0.7652136383254208
alsx,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/alsx,3,0.9823123667800828
altb,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/altb,3,0.9997825622558594
alte,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/alte,3,0.7306544491614476
altq,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/altq,3,0.7542147293700089
altz,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/altz,3,0.9071056610112548
alun,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/alun,3,0.9566106542153131
aluz,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/aluz,3,0.9731891560259213
alvn,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/alvn,3,0.9928936204706963
alwr,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/alwr,3,0.9846078465993361
alxc,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/alxc,3,0.9199788550639012
alya,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/alya,3,0.8956080444845325
alyp,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/alyp,3,1.0
alzi,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/alzi,3,0.9671130665331434
alzj,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/alzj,3,0.8284064712242691
amcg,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/amcg,3,0.8520223300168773
ameh,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/ameh,3,0.9941484794205985
ameo,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/ameo,3,0.9767179841442153
amfr,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/amfr,3,0.9706057297438238
amgj,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/amgj,3,0.0
amgy,Addis Ababa,2020-09-10T07:57:42Z,az://./train_features/amgy,3,0.9179526329784953
